,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
100796,101123.0,195094.0,7830.0,,12Omi Cap,,20.498307,-18.583178,66.357,25.56,-79.45,-12.0,5.94,1.831,A1V,0.062,38.267264,-49.916646,-21.146683,-5.51e-06,2.07e-05,-2.031e-05,5.366444327285796,-0.3243376383641037,1.239183768e-07,-3.85184469e-07,Omi,12.0,Cap,1,100797,,16.12872362170402,,6.005,5.715
100811,101138.0,195556.0,7844.0,,45Ome1Cyg,,20.500983,48.951569,278.5515,10.01,7.64,-22.0,4.94,-2.285,B2.5IV,-0.087,111.394275,-145.094477,210.07079,-3.01e-06,2.612e-05,-1.019e-05,5.367144703636182,0.8543660510979437,4.85298494e-08,3.7039765e-08,Ome-1,45.0,Cyg,1,100812,,714.4963260755135,V2014,4.961,4.921
100833,101160.0,195325.0,7836.0,,1    Del,,20.50499,10.895924,227.7904,19.25,3.52,-16.0,6.03,-0.758,A1sh,-0.019,136.401698,-177.282178,43.058188,6.6e-06,2.628e-05,7.2e-07,5.368193701608043,0.1901697533226087,9.33266335e-08,1.7065441e-08,,1.0,Del,1,100834,,175.06527083833703,,,
100887,101214.0,195593.0,7847.0,,44    Cyg,,20.516453,36.935839,100000.0,-0.2,-4.18,-22.0,6.21,-13.79,F5Iab,0.969,48931.531498,-63203.266457,60092.031876,0.00065775,-0.00100797,-0.0016332,5.371194725515761,0.6446520056794038,-9.696274e-10,-2.0265211e-08,,44.0,Cyg,1,100888,,28575905.433749497,,,
100916,101243.0,195774.0,7851.0,,46Ome2Cyg,,20.521893,49.220297,122.399,8.79,-31.28,-64.0,5.44,0.001,M2III,1.566,49.030054,-63.144509,92.683331,-1.348e-05,2.587e-05,-6.169e-05,5.372618926882322,0.8590562450649587,4.26151225e-08,-1.51649719e-07,Ome-2,46.0,Cyg,1,100917,,87.01617721519975,,,
100933,101260.0,196502.0,7879.0,,73    Dra,,20.525112,74.954619,121.3592,6.36,-16.47,9.0,5.18,-0.24,A0p...,0.1,19.341682,-24.866321,117.199149,1.017e-05,-6.97e-06,6.37e-06,5.373461702798814,1.3082048963228865,3.08341501e-08,-7.9848813e-08,,73.0,Dra,1,100934,,108.64256236170657,AF,5.195,5.165
101094,101421.0,195810.0,7852.0,,2Eps Del,Aldulfin,20.553547,11.303263,101.3171,10.75,-28.54,-19.0,4.03,-0.998,B6III,-0.123,61.580495,-77.965441,19.858319,-5.96e-06,1.607e-05,-1.755e-05,5.380906149027868,0.1972791512990399,5.21174707e-08,-1.38365824e-07,Eps,2.0,Del,1,101095,,218.37353276021747,,,
101147,101474.0,196093.0,7866.0,,47    Cyg,,20.565052,35.250852,847.4576,-2.26,-5.35,-4.0,4.61,-5.031,K2Ib comp,1.593,430.589579,-541.795293,489.116345,-1.45e-06,-1.309e-05,-2.031e-05,5.383917994128095,0.6152434270466037,-1.09567892e-08,-2.5937531e-08,,47.0,Cyg,1,101148,,8961.898068616147,,4.657,4.547
101150,101477.0,195569.0,7846.0,,Nu  Mic,,20.565297,-44.516048,71.736,11.17,-35.67,9.0,5.12,0.841,K0III,0.999,31.828338,-40.043151,-50.294813,1.71e-06,4.09e-06,-1.53e-05,5.383982186844771,-0.7769516081640913,5.41536881e-08,-1.72933039e-07,Nu,,Mic,1,101151,,40.14209182043211,,,
101155,101483.0,195943.0,7858.0,,3Eta Del,,20.565845,13.027255,72.4113,76.49,21.89,-25.0,5.39,1.091,A3IVs,0.093,43.904932,-55.220437,16.322508,4.44e-06,3.756e-05,1.72e-06,5.384125585797363,0.2273684855999975,3.708339843e-07,1.06125714e-07,Eta,3.0,Del,1,101156,,31.88599693386385,,,
101262,101589.0,196180.0,7871.0,,4Zet Del,,20.588482,14.674213,67.4764,45.08,11.71,-25.0,4.64,0.494,A3V,0.12,40.925879,-50.85202,17.09324,-4.63e-06,2.927e-05,-2.77e-06,5.390051923347563,0.2561133357522087,2.185540072e-07,5.6771681e-08,Zet,4.0,Del,1,101263,,55.25861556300781,,,
101284,101612.0,195627.0,7848.0,,Phi1Pav,,20.593003,-60.581749,27.7932,70.15,-185.58,-20.0,4.75,2.53,F1III,0.291,8.571694,-10.624832,-24.209317,-1.263e-05,3.071e-05,5.54e-06,5.391235447846974,-1.0573509895257451,3.400967969e-07,-8.99717228e-07,Phi-1,,Pav,1,101285,,8.472274141405961,,,
101313,101641.0,196362.0,7874.0,,26    Vul,,20.602316,25.882648,195.6947,23.61,11.96,-19.0,6.4,-0.058,A5III,0.158,110.883869,-136.760545,85.426402,3.27e-06,3.153e-05,1.73e-06,5.393673595564462,0.451737420357515,1.1446451e-07,5.7983716e-08,,26.0,Vul,1,101314,,91.87556016660622,,,
101364,101692.0,196321.0,7873.0,,70    Aql,,20.61212,-2.549957,398.4064,9.09,-16.05,-10.0,4.91,-3.092,K5II,1.606,251.457146,-308.516947,-17.725279,6.28e-06,2.008e-05,-3.051e-05,5.396240414608681,-0.0445051478602062,4.40695636e-08,-7.7812595e-08,,70.0,Aql,1,101365,,1502.4499029989145,,,
101388,101716.0,196504.0,7880.0,,27    Vul,,20.617964,26.461947,97.371,16.27,-11.39,-22.0,5.59,0.648,B9V,-0.05,55.175426,-67.484528,43.388756,-5.29e-06,1.86e-05,-1.484e-05,5.397770468192876,0.4618481058225674,7.88791858e-08,-5.5220278e-08,,27.0,Vul,1,101389,,47.95125740813503,,,
101437,101765.0,196606.0,7885.0,,48    Cyg,,20.625494,31.57254,261.7801,8.98,-0.63,-19.0,6.32,-0.77,B8IIIn,-0.089,141.51149,-172.386792,137.062117,-1.43e-06,1.97e-05,-1.086e-05,5.39974161294235,0.5510447712746475,4.35362685e-08,-3.054326e-09,,48.0,Cyg,1,101438,,177.010895831742,,,
101441,101769.0,196524.0,7882.0,,6Bet Del,Rotanev,20.625816,14.595087,30.931,118.28,-47.65,-23.0,3.64,1.188,F5IV,0.425,18.994041,-23.134214,7.794139,4.1e-07,2.746e-05,-1.284e-05,5.399826077579187,0.2547323236299674,5.734376214e-07,-2.31013718e-07,Bet,6.0,Del,1,101442,,29.16083798521233,,,
101444,101772.0,196171.0,7869.0,Gl 794.1,Alp Ind,,20.626116,-47.291502,30.1477,49.2,66.07,-1.3,3.11,0.714,K0III,0.998,12.976855,-15.802893,-22.152943,9.49e-06,-2.2e-07,7.53e-06,5.399904590122895,-0.8253924132315175,2.385283308e-07,3.20316398e-07,Alp,,Ind,1,101445,,45.12321133443373,,,
101445,101773.0,195961.0,7859.0,,Rho Pav,,20.626465,-61.529918,58.1395,59.15,-71.7,8.0,4.86,1.038,Fm delta Del,0.447,17.590562,-21.417286,-51.108529,4.08e-06,2.129e-05,-1.683e-05,5.399995919213806,-1.07389966359982,2.86767292e-07,-3.47611408e-07,Rho,,Pav,1,101446,,33.48112173860538,Rho,4.874,4.844
101471,101800.0,196544.0,7883.0,,5Iot Del,,20.630311,11.377676,57.9374,40.01,-8.51,-4.0,5.42,1.605,A2V,0.05,36.093781,-43.855912,11.429615,6.43e-06,9.87e-06,-3.15e-06,5.401002768272093,0.198577905995615,1.939739536e-07,-4.1257644e-08,Iot,5.0,Del,1,101472,,19.860949173573715,,,
101518,101847.0,196574.0,7884.0,,71    Aql,,20.638967,-1.105121,103.4126,15.66,-17.01,-6.0,4.31,-0.763,G8III SB,0.949,65.883837,-79.683729,-1.994498,2.04e-06,9.86e-06,-8.41e-06,5.403269022315945,-0.0192879965845612,7.59218224e-08,-8.2466807e-08,,71.0,Aql,1,101519,,175.87333541355733,,,
101538,101867.0,196724.0,7891.0,,29    Vul,,20.642038,21.201174,71.3776,74.38,-2.48,-18.0,4.81,0.542,A0V,-0.03,42.445603,-51.252204,25.813199,9.07e-06,2.94e-05,-7.46e-06,5.404072826288637,0.3700302837954338,3.606044156e-07,-1.2023379e-08,,29.0,Vul,1,101539,,52.86886658508811,,,
101539,101868.0,196740.0,7894.0,,28    Vul,,20.642198,24.115958,160.2564,9.99,-7.8,-22.0,5.06,-0.964,B5IV,-0.133,93.30029,-112.648603,65.478231,-5.54e-06,1.886e-05,-1.472e-05,5.404114883787758,0.4209028761146637,4.84328867e-08,-3.7815467e-08,,28.0,Vul,1,101540,,211.64109507708656,,,
101552,101882.0,196725.0,7892.0,,8The Del,,20.645552,13.315125,617.284,2.66,-0.39,-14.0,5.69,-3.262,K3Ib,1.509,383.566596,-462.282689,142.164565,-2.6e-06,1.56e-05,-4.43e-06,5.404992799840384,0.2323927654557362,1.28960439e-08,-1.890773e-09,The,8.0,Del,1,101553,,1757.114246595095,,,
101586,101916.0,196755.0,7896.0,,7Kap Del,,20.652161,10.086203,30.1205,323.58,21.07,-52.0,5.07,2.676,G5IV+...,0.702,18.975174,-22.788914,5.274911,2.46e-06,7.088e-05,-6.28e-06,5.406723218650941,0.1760374538146175,1.5687601075e-06,1.02150242e-07,Kap,7.0,Del,1,101587,,7.406277836681546,,,
101593,101923.0,196662.0,7889.0,,14Tau Cap,,20.654533,-14.95476,348.4321,2.58,-19.66,-5.0,5.24,-2.471,B7III,-0.129,215.561723,-258.560088,-89.915081,-5.3e-06,1.317e-05,-3.076e-05,5.407344011446688,-0.2610098020007287,1.2508193e-08,-9.5314369e-08,Tau,14.0,Cap,1,101594,,848.0080988896916,,,
101606,101936.0,196758.0,7897.0,,1    Aqr,,20.656914,0.486445,71.4796,103.0,-19.44,-43.0,5.15,0.879,K1III,1.06,45.804352,-54.871407,0.606856,-7.4e-07,5.659e-05,-7.11e-06,5.407967513383296,0.0084900603319337,4.99358091e-07,-9.4247779e-08,,1.0,Aqr,1,101607,,38.76144867002412,,,
101628,101958.0,196867.0,7906.0,,9Alp Del,Sualocin,20.660635,15.912072,77.821,54.14,7.91,-3.0,3.77,-0.685,B9V,-0.057,48.015095,-57.406003,21.335542,1.325e-05,1.599e-05,2.03e-06,5.408941596683609,0.2777180455516675,2.624781267e-07,3.8348762e-08,Alp,9.0,Del,1,101629,,163.68165214278085,,,
101653,101983.0,196378.0,7875.0,Gl 794.2,Phi2Pav,,20.667347,-60.548892,24.6609,312.88,-568.99,-31.6,5.11,3.15,F8V,0.544,7.795677,-9.286908,-21.473863,-1.965e-05,8.159e-05,-5.31e-06,5.410698766744132,-1.0567775282369,1.5168850437e-06,-2.75854136e-06,Phi-2,,Pav,1,101654,,4.786300923226383,,,
101654,101984.0,196777.0,7900.0,,15Ups Cap,,20.667485,-18.138659,177.9359,-22.73,-21.63,-13.0,5.15,-1.101,M1III,1.647,108.718892,-129.509802,-55.394558,-2.687e-05,1.52e-06,-1.359e-05,5.410734857766191,-0.3165793185704912,-1.101981496e-07,-1.04865199e-07,Ups,15.0,Cap,1,101655,,240.1043343569321,,,
101735,102066.0,197177.0,7921.0,,49    Cyg,,20.684039,32.307287,244.4988,2.86,-11.79,-29.0,5.53,-1.411,G8IIb,0.871,133.549812,-157.696287,130.674653,-8.79e-06,1.562e-05,-2.766e-05,5.415068838324623,0.563868532854095,1.38656713e-08,-5.7159532e-08,,49.0,Cyg,1,101736,,319.44787242086915,,,
101748,102080.0,197121.0,7918.0,,10    Del,,20.687836,14.58288,155.521,-8.52,0.39,-32.0,6.01,0.051,K4III:,1.235,97.383797,-114.759815,39.157035,-2.544e-05,2.005e-05,-7.96e-06,5.416062722571401,0.2545192665442637,-4.13061256e-08,1.890773e-09,,10.0,Del,1,101749,,83.0998041044432,,,
101766,102098.0,197345.0,7924.0,,50Alp Cyg,Deneb,20.690532,45.280338,432.9004,1.56,1.55,-5.0,1.25,-6.932,A2Ia,0.092,197.250632,-232.113407,307.600832,-1.33e-06,6.62e-06,-1.34e-06,5.416768542177067,0.790290982752855,7.5630934e-09,7.514612e-09,Alp,50.0,Cyg,1,101767,,51617.86054966733,Alp,1.294,1.224
101793,102125.0,196067.0,7864.0,,Mu 2Oct,,20.695508,-75.350803,44.2674,151.42,-161.48,-13.0,6.51,3.28,G1V,0.62,7.26085,-8.521306,-42.828259,8.1e-07,4.915e-05,4.1e-06,5.418071452417657,-1.3151196111748962,7.341048751e-07,-7.82877131e-07,Mu-2,,Oct,1,101794,,4.246195639463127,,6.725,6.365
101825,102157.0,196519.0,7881.0,,Ups Pav,,20.699186,-66.760682,240.9639,8.89,-23.23,7.0,5.14,-1.77,B8Vvar,-0.061,61.732696,-72.310829,-221.4133,-6.46e-06,2.356e-05,-1.729e-05,5.419034117124442,-1.1651937074443988,4.30999362e-08,-1.12622217e-07,Ups,,Pav,1,101826,,444.6312674691084,,,
101830,102162.0,196051.0,7863.0,,Mu 1Oct,,20.700731,-76.180592,101.1122,190.83,-9.43,-36.0,5.99,0.966,F4III-IV,0.45,15.689346,-18.361785,-98.185035,6.249e-05,7.086e-05,3.465e-05,5.4194387562370325,-1.3296021520318877,9.251699466e-07,-4.571793e-08,Mu-1,,Oct,1,101831,,35.77667699361107,,,
101845,102177.0,197511.0,7929.0,,51    Cyg,,20.703508,50.34003,390.625,1.14,3.71,-3.0,5.41,-2.549,B2V,-0.107,162.08702,-189.426999,300.720933,-3.15e-06,7e-06,2.12e-06,5.420165612360165,0.8785992623826363,5.526876e-09,1.7986587e-08,,51.0,Cyg,1,101846,,911.1712330429192,,,
101876,102208.0,199095.0,8002.0,,76    Dra,,20.709755,82.531158,108.1081,30.77,21.68,-20.0,5.75,0.581,A0V,0.0,9.153803,-10.662278,107.190701,3.17e-06,2.107e-05,-1.88e-05,5.421801154300233,1.4404404496915435,1.491771695e-07,1.05107605e-07,,76.0,Dra,1,101877,,51.003502395944686,,,
101921,102253.0,197950.0,7945.0,,4    Cep,,20.719722,66.657447,42.7899,25.11,34.71,-11.0,5.59,2.433,A8V,0.218,11.077503,-12.835259,39.287558,-3.29e-06,1.178e-05,-7.48e-06,5.424410457196259,1.163391924439745,1.217367152e-07,1.68278828e-07,,4.0,Cep,1,101922,,9.264031007363991,,,
101949,102281.0,197461.0,7928.0,,11Del Del,,20.724315,15.074581,68.4463,-19.61,-41.74,9.0,4.43,0.253,A7IIIp d Del,0.302,43.241717,-49.981753,17.801271,3.25e-06,-1.37e-05,-1.098e-05,5.4256129921203256,0.2631010673392375,-9.50719628e-08,-2.0236123e-07,Del,11.0,Del,1,101950,,68.99220098440475,Del,4.456,4.386
102001,102333.0,197157.0,7920.0,GJ 4158,Eta Ind,,20.733966,-51.920971,24.1721,155.49,-53.64,-1.6,4.51,2.593,A6:var,0.278,9.78249,-11.249611,-19.027319,9.84e-06,1.645e-05,-2.59e-06,5.428139582071928,-0.9061918914730076,7.538367919e-07,-2.60054058e-07,Eta,,Ind,1,102002,,7.99466002520316,,,
102056,102388.0,197752.0,7939.0,,30    Vul,,20.747919,25.270617,99.6016,-27.74,-177.6,31.0,4.92,-0.071,K2III,1.183,59.35045,-67.750673,42.51946,3.294e-05,-5.793e-05,-6.401e-05,5.431792385235994,0.4410554619954099,-1.34487315e-07,-8.61029096e-07,,30.0,Vul,1,102057,,92.98223905853808,,,
102063,102395.0,197051.0,7913.0,,Bet Pav,,20.749314,-66.203212,41.425,-42.4,10.57,10.0,3.42,0.334,A5IV,0.163,11.018527,-12.568841,-37.903223,-2.4e-06,-1.018e-05,-8.5e-06,5.432157735341245,-1.1554640326079475,-2.055610006e-07,5.1244806e-08,Bet,,Pav,1,102064,,64.0324324468947,,,
102090,102422.0,198149.0,7957.0,Gl 807,3Eta Cep,,20.754811,61.838782,14.2653,86.08,817.89,-86.8,3.41,2.639,K0IV,0.912,4.44524,-5.055924,12.575933,-5.612e-05,7.285e-05,-5.157e-05,5.433596751616642,1.0792903488728465,4.173276162e-07,3.965242611e-06,Eta,3.0,Cep,1,102091,,7.663020722739191,,,
102121,102453.0,197912.0,7942.0,,52    Cyg,,20.761043,30.719715,61.6523,-8.01,24.04,-1.0,4.22,0.27,K0III,1.051,35.06106,-39.747089,31.494379,-4.8e-06,1.83e-06,5.65e-06,5.435228315206212,0.53616017480557,-3.88335758e-08,1.16549208e-07,,52.0,Cyg,1,102122,,67.92036326171846,,,
102153,102485.0,197692.0,7936.0,Gl 805,16Psi Cap,,20.76826,-25.270898,14.6778,-51.38,-156.66,25.8,4.13,3.297,F5V,0.426,8.799322,-9.937473,-6.266031,9.93e-06,-1.673e-05,-2.134e-05,5.437117756398896,-0.4410603667047212,-2.490972691e-07,-7.59509111e-07,Psi,16.0,Cap,1,102154,,4.180228289540324,,,
102155,102487.0,197725.0,7937.0,,17    Cap,,20.769441,-21.514032,80.8407,23.45,-17.01,18.0,5.91,1.372,A1V,0.066,49.87556,-56.291622,-29.646695,1.661e-05,-4.89e-06,-1.295e-05,5.437426915777071,-0.3754907005845612,1.136888081e-07,-8.2466807e-08,,17.0,Cap,1,102156,,24.615009062337663,,,
102156,102488.0,197989.0,7949.0,Gl 806.1A,53Eps Cyg,Aljanah,20.770178,33.970256,22.2916,356.16,330.28,-10.9,2.48,0.739,K0III,1.021,12.262597,-13.834612,12.455654,9.44e-06,4.737e-05,2.337e-05,5.43761981873354,0.59289281587296,1.7267124047e-06,1.601242624e-06,Eps,53.0,Cyg,1,102157,Gl 806.1,44.09608164506378,,,
102199,102531.0,197963.0,7947.0,,12Gam1Del,,20.777462,16.124134,37.9507,-6.1,-201.74,-7.0,5.15,2.254,A2Ia+...,0.495,24.234708,-27.236852,10.539626,1.44e-06,-3.31e-06,-3.764e-05,5.439526893230698,0.2814192199477087,-2.95736345e-08,-9.78063119e-07,Gam-1,12.0,Del,1,102200,,10.924460532267922,,,
102200,102532.0,197964.0,7948.0,,12Gam2Del,,20.77764,16.124296,38.7297,-25.88,-196.27,-7.0,4.27,1.33,K1IV,1.042,24.733436,-27.794763,10.756074,-1.4e-06,-5.74e-06,-3.739e-05,5.439573343139421,0.2814220579916625,-1.254697805e-07,-9.5154381e-07,Gam-2,12.0,Del,1,102201,,25.58585886905645,,4.424,4.254
102257,102589.0,198183.0,7963.0,,54Lam Cyg,,20.790149,36.490717,235.8491,14.93,-8.2,-23.0,4.53,-2.333,B6IV,-0.083,126.511034,-141.235517,140.257577,3.82e-06,2.132e-05,-2.153e-05,5.442848218348472,0.6368831511461912,7.23826825e-08,-3.9754721e-08,Lam,54.0,Cyg,1,102258,,746.7925899308835,,,
102286,102618.0,198001.0,7950.0,,2Eps Aqr,Albali,20.794598,-9.495776,63.6943,31.89,-35.32,-16.0,3.78,-0.241,A1V,0.0,41.969653,-46.744809,-10.507937,-4.66e-06,1.993e-05,-8.06e-06,5.444012900811973,-0.1657325503166712,1.546070827e-07,-1.71236191e-07,Eps,2.0,Aqr,1,102287,,108.74267195462436,,,
102292,102624.0,198026.0,7951.0,,3    Aqr,,20.795621,-5.027701,179.5332,-3.3,-40.24,-22.0,4.43,-1.841,M3IIIvar,1.639,119.516375,-133.042786,-15.733799,-1.917e-05,1.704e-05,-3.292e-05,5.44428086801005,-0.0877499330289687,-1.59988515e-08,-1.95089025e-07,,3.0,Aqr,1,102293,,474.6789794829222,EN,4.458,4.378
102301,102633.0,198069.0,7953.0,,13    Del,,20.796759,6.008209,131.406,8.81,-13.01,-7.0,5.57,-0.023,A0V,-0.01,87.36231,-97.191378,13.754385,-1e-08,8.4e-06,-8.99e-06,5.444578827730746,0.1048630361002337,4.27120853e-08,-6.3074259e-08,,13.0,Del,1,102302,,88.96107044092288,,,
102361,102693.0,197937.0,7943.0,Gl 808.1,Iot Mic,,20.808084,-43.988544,35.4233,175.78,-112.17,-14.9,5.11,2.364,F1IV,0.361,17.093706,-18.903764,-24.601904,6.06e-06,3.83e-05,-3.28e-06,5.447543622798017,-0.7677449233856687,8.522054877e-07,-5.43815505e-07,Iot,,Mic,1,102362,,9.87188301068396,,,
102392,102724.0,198478.0,7977.0,,55    Cyg,,20.815637,46.114134,714.2857,-2.92,-2.62,-7.0,4.81,-4.459,B3Ia,0.571,332.83026,-366.616188,514.801477,-6.43e-06,-7.96e-06,-1.145e-05,5.449520906130104,0.8048434758564675,-1.41565595e-08,-1.2702118e-08,,55.0,Cyg,1,102393,,5291.758304203465,V1661,4.836,4.786
102441,102773.0,197635.0,7934.0,,Sig Pav,,20.821733,-68.776521,92.5926,-64.57,-49.78,19.0,5.41,0.577,K0III,1.122,22.569959,-24.781712,-86.312715,-3.072e-05,-9.32e-06,-2.62e-05,5.451116845863306,-1.2003767427271876,-3.130441935e-07,-2.4134025e-07,Sig,,Pav,1,102442,,51.1917527999711,,,
102458,102790.0,198048.0,7952.0,,Zet Ind,,20.824709,-46.226826,126.5823,37.85,27.28,-5.0,4.9,-0.612,K5III,1.494,59.015725,-64.696943,-91.403048,2.292e-05,9.34e-06,1.527e-05,5.451895977642308,-0.806810317749745,1.835019781e-07,1.32257172e-07,Zet,,Ind,1,102459,,153.03825321774377,,,
102473,102805.0,198390.0,7973.0,,15    Del,,20.827158,12.545128,30.6185,54.06,97.46,2.0,6.01,3.58,F5V,0.42,20.156055,-22.067998,6.650602,5.15e-06,6.26e-06,1.456e-05,5.452537102289913,0.2189537913698637,2.620902757e-07,4.72499413e-07,,15.0,Del,1,102474,,3.2210687912834337,,,
102487,102819.0,198391.0,7974.0,,14    Del,,20.830072,7.864185,153.3742,26.21,12.43,-30.0,6.32,0.391,A1Vs,0.019,102.547747,-112.103229,20.985443,-6.99e-06,3.651e-05,4.96e-06,5.453300136859575,0.137255920295475,1.270696657e-07,6.026234e-08,,14.0,Del,1,102488,,60.75751461057411,,,
102499,102831.0,198232.0,7965.0,,Alp Mic,,20.8328,-33.779722,116.0093,3.71,-20.19,-15.0,4.89,-0.432,G8III,1.004,65.133632,-71.100794,-64.501268,-1.134e-05,1.547e-05,-9.1e-07,5.454014400382641,-0.5895673724839675,1.79865875e-08,-9.7883882e-08,Alp,,Mic,1,102500,,129.65820353826285,,,
102512,102843.0,198639.0,7984.0,,56    Cyg,,20.834695,44.059304,40.9668,122.68,132.3,-21.0,5.06,1.998,A4me...,0.198,19.896782,-21.697902,28.488287,-4.82e-06,4.131e-05,3.95e-06,5.454510470232454,0.7689799153243663,5.947694233e-07,6.41408499e-07,,56.0,Cyg,1,102513,,13.829293697959438,,,
102613,102945.0,198571.0,7982.0,,4    Aqr,,20.857152,-5.626633,60.7165,95.77,1.25,-25.0,5.99,2.073,F5IV-V,0.464,41.098691,-44.293635,-5.952958,3.38e-06,3.78e-05,2.87e-06,5.460389677678041,-0.0982032669735037,4.643060619e-07,6.060171e-09,,4.0,Aqr,1,102614,,12.906247820605376,,,
102618,102950.0,198308.0,7968.0,,Iot Ind,,20.858347,-51.608179,143.0615,-0.24,-4.95,21.0,5.06,-0.718,K1II/III,1.125,60.45146,-65.109997,-112.129193,7.12e-06,-7.92e-06,-1.897e-05,5.460702510818913,-0.9007326419849238,-1.1635528e-09,-2.3998277e-08,Iot,,Ind,1,102619,,168.73298906258032,,,
102646,102978.0,198542.0,7980.0,,18Ome Cap,,20.863692,-26.919133,258.3979,-7.97,-2.54,9.0,4.12,-2.941,K4III,1.633,157.000892,-168.625944,-116.985158,-2.7e-06,-1.176e-05,-7e-06,5.46210180890306,-0.4698274947498362,-3.86396503e-08,-1.2314267e-08,Ome,18.0,Cap,1,102647,,1307.3744701631329,,,
102658,102989.0,198529.0,7979.0,,Bet Mic,,20.866322,-33.177974,147.929,7.09,-5.62,-12.0,6.06,0.21,A1IV,0.029,84.431933,-90.558518,-80.95283,-4.79e-06,1.259e-05,3.34e-06,5.462790412766288,-0.57906488340712,3.437329e-08,-2.7246528e-08,Bet,,Mic,1,102659,,71.77942912713615,,,
102672,103004.0,198809.0,7995.0,GJ 4168,31    Vul,,20.868801,27.096979,57.8035,-72.33,-60.95,1.0,4.56,0.75,G8III,0.835,35.115833,-37.614991,26.329381,-8.89e-06,-2.018e-05,-1.474e-05,5.463439300674818,0.4729315094280425,-3.506657351e-07,-2.95493938e-07,,31.0,Vul,1,102673,,43.65158322401658,,,
102673,103005.0,198667.0,7985.0,,5    Aqr,,20.869082,-5.507059,199.2032,1.26,-6.2,-2.0,5.55,-0.946,B9III,-0.076,135.320839,-144.93002,-19.117209,-8.9e-07,2.74e-06,-5.76e-06,5.463512786450708,-0.09611631601142,6.1086524e-09,-3.0058448e-08,,5.0,Aqr,1,102674,,208.16130409176395,,,
102713,103045.0,198743.0,7990.0,,6Mu  Aqr,,20.877565,-8.983318,48.216,47.06,-32.91,-9.0,4.73,1.314,A3m,0.325,32.579072,-34.73754,-7.528766,9.8e-07,1.503e-05,-6.16e-06,5.465733672341533,-0.1567884730815925,2.281533181e-07,-1.59552182e-07,Mu,6.0,Aqr,1,102714,,25.965697902737837,,,
102757,103089.0,199081.0,8001.0,,57    Cyg,,20.887431,44.38726,161.0306,11.27,-2.44,-20.0,4.8,-1.235,B5V,-0.134,78.938613,-83.734012,112.641498,-2.71e-06,1.57e-05,-1.567e-05,5.468316659086891,0.7747038414922862,5.46385018e-08,-1.1829453e-08,,57.0,Cyg,1,102758,,271.6439268839081,,,
102867,103200.0,199169.0,8008.0,,32    Vul,,20.909344,28.057621,178.5714,0.12,-4.17,8.0,5.03,-1.229,K4III,1.481,108.753552,-114.042332,83.992751,6.23e-06,-6.38e-06,6.6e-07,5.474053368090544,0.4896978731036125,5.817764e-10,-2.021673e-08,,32.0,Vul,1,102868,,270.14690729572465,,,
102893,103226.0,199012.0,8000.0,,19    Cap,,20.913283,-17.922894,111.8568,-58.88,-17.03,-39.0,5.78,0.537,K0III,1.122,73.528361,-76.945094,-34.422349,-5.127e-05,7.43e-06,3.49e-06,5.475084621239918,-0.3128135154329787,-2.854582951e-07,-8.2563769e-08,,19.0,Cap,1,102894,,53.11289818550132,,,
102894,103227.0,198700.0,7986.0,,Bet Ind,,20.913498,-58.454155,187.6173,21.06,-24.75,-5.0,3.67,-2.696,K0III,1.25,67.818551,-70.96183,-159.891518,-1.26e-06,2.904e-05,-7.42e-06,5.47514089939041,-1.0202174619246187,1.021017611e-07,-1.19991385e-07,Bet,,Ind,1,102895,,1043.277881459965,,,
102961,103294.0,199253.0,8011.0,,17    Del,,20.926858,13.721536,147.0588,18.36,-11.5,-10.0,5.19,-0.647,K0III,1.119,99.0657,-102.934157,34.882812,3.89e-06,1.483e-05,-1.039e-05,5.478638667853177,0.2394859791562362,8.90117917e-08,-5.5753573e-08,,17.0,Del,1,102962,,158.05200152842568,,,
102965,103298.0,199254.0,8012.0,,16    Del,,20.927381,12.568558,60.4961,31.23,21.1,2.0,5.54,1.631,A4V,0.131,40.950844,-42.538298,13.164419,7.05e-06,5.88e-06,6.48e-06,5.478775511813984,0.2193627210872525,1.514073124e-07,1.02295686e-07,,16.0,Del,1,102966,,19.39099078614849,,,
103068,103401.0,199345.0,8015.0,,7    Aqr,,20.948341,-9.697545,167.5042,-3.51,-11.53,-33.0,5.49,-0.63,K5III,1.474,115.161076,-118.318921,-28.215553,-2.635e-05,2.298e-05,-3.54e-06,5.484262856101598,-0.1692540841163987,-1.70169602e-08,-5.5899017e-08,,7.0,Aqr,1,103069,,155.59656316050734,,,
103080,103413.0,199629.0,8028.0,,58Nu  Cyg,,20.952893,41.167136,114.8106,8.51,-23.97,-28.0,3.94,-1.36,A1Vn,0.027,60.355787,-61.863108,75.574805,-5.53e-06,1.245e-05,-2.889e-05,5.485454684004387,0.7185020581639088,4.12576442e-08,-1.16209839e-07,Nu,58.0,Cyg,1,103081,,304.7894989627983,,,
